"BehaviorSpace results (NetLogo 5.2.0)"
"marcs_dday.nlogo"
"mvhard11recall"
"04/21/2559 11:41:11:431 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","adversaries-rate","start-cut","number-workers","workers-probability","adversaries-type","problem-label","area.x","area.y","label-level","data-fusion","reputation-algorithm","use-cut-worker-by-penalty?","cut-workers-per-round","show-penalty?","max-count-send","[step]","length filter [? != 0] [workers-type] of workers with [color = red] / count workers with [workers-type != 0]"
"3","3","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.3333333333333333"
"2","2","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","1"
"4","4","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.25"
"7","7","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.14285714285714285"
"6","6","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.5"
"8","8","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.125"
"5","5","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.6"
"11","11","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.5454545454545454"
"1","1","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","1"
"10","10","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.4"
"13","13","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.23076923076923078"
"12","12","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.25"
"14","14","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.35714285714285715"
"15","15","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.26666666666666666"
"9","9","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.2222222222222222"
"16","16","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.25"
"18","18","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.16666666666666666"
"20","20","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.05"
"19","19","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.2631578947368421"
"21","21","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.14285714285714285"
"22","22","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.18181818181818182"
"23","23","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.17391304347826086"
"24","24","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.16666666666666666"
"25","25","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.2"
"27","27","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.07407407407407407"
"26","26","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.07692307692307693"
"28","28","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.17857142857142858"
"17","17","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.11764705882352941"
"29","29","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13793103448275862"
"30","30","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.26666666666666666"
"32","32","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.125"
"31","31","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.22580645161290322"
"33","33","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.12121212121212122"
"35","35","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.17142857142857143"
"34","34","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.14705882352941177"
"37","37","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.21621621621621623"
"38","38","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.21052631578947367"
"40","40","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.2"
"39","39","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1282051282051282"
"41","41","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.14634146341463414"
"42","42","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.16666666666666666"
"43","43","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.20930232558139536"
"36","36","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.08333333333333333"
"44","44","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13636363636363635"
"45","45","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1111111111111111"
"46","46","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.15217391304347827"
"48","48","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1875"
"47","47","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.14893617021276595"
"49","49","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.12244897959183673"
"50","50","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.14"
"52","52","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.15384615384615385"
"53","53","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1509433962264151"
"51","51","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.17647058823529413"
"55","55","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.16363636363636364"
"54","54","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.12962962962962962"
"56","56","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.10714285714285714"
"57","57","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.19298245614035087"
"58","58","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1206896551724138"
"59","59","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1016949152542373"
"60","60","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1"
"62","62","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.12903225806451613"
"63","63","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.12698412698412698"
"64","64","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.140625"
"65","65","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.15384615384615385"
"66","66","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.15151515151515152"
"67","67","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1791044776119403"
"68","68","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.14705882352941177"
"61","61","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.16393442622950818"
"69","69","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.14492753623188406"
"70","70","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.17142857142857143"
"71","71","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1267605633802817"
"72","72","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.09722222222222222"
"73","73","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1506849315068493"
"74","74","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13513513513513514"
"75","75","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.16"
"77","77","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.12987012987012986"
"78","78","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.10256410256410256"
"79","79","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13924050632911392"
"80","80","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1375"
"76","76","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13157894736842105"
"81","81","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.14814814814814814"
"82","82","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.12195121951219512"
"83","83","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13253012048192772"
"84","84","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13095238095238096"
"85","85","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.11764705882352941"
"86","86","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1511627906976744"
"87","87","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.11494252873563218"
"89","89","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1348314606741573"
"90","90","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13333333333333333"
"91","91","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13186813186813187"
"88","88","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.125"
"92","92","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.11956521739130435"
"93","93","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.10752688172043011"
"94","94","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13829787234042554"
"95","95","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1368421052631579"
"96","96","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.13541666666666666"
"97","97","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.12371134020618557"
"98","98","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.14285714285714285"
"100","100","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.15"
"99","99","5","100","100","""1. fixed : flood""","""random-seed""","1","1","""2 Levels""","""Majority Voting""","""Hard Penalty""","true","1","false","1","1441","0.1414141414141414"
