"BehaviorSpace results (NetLogo 5.2.0)"
"marcs_dday.nlogo"
"emhard3dday1"
"04/18/2559 16:10:53:413 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","max-count-send","adversaries-rate","start-cut","number-workers","workers-probability","adversaries-type","problem-label","area.x","area.y","label-level","data-fusion","reputation-algorithm","use-cut-worker-by-penalty?","cut-workers-per-round","show-penalty?","[step]","sum-correctness / floor(ticks / update-ticks)"
"84","6","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","93.16666666666667"
"85","6","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","96.14583333333333"
"86","6","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","95.5625"
"88","6","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.5625"
"87","6","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","98.9375"
"89","6","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","94.70833333333333"
"90","6","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","96.93707912457911"
"91","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.60416666666667"
"93","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","95.08333333333333"
"92","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","95.95833333333333"
"94","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.97916666666667"
"95","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","98.875"
"97","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","96.41666666666667"
"98","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","97.5625"
"96","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","98.4375"
"99","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","94.9375"
"100","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","98.4375"
"101","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","97.4375"
"102","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","98.89583333333333"
"103","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","95.58333333333333"
"104","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","96.39583333333333"
"105","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","98.72916666666667"
"108","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.16666666666667"
"107","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.72916666666667"
"109","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","97.08333333333333"
"106","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","97.375"
"110","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.83333333333333"
"111","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","95.64583333333333"
"112","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.0625"
"113","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","97.85416666666667"
"114","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","97.8125"
"115","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.52083333333333"
"116","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.27083333333333"
"118","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.75"
"117","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","98.1875"
"119","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.77083333333333"
"120","8","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.8125"
"121","10","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.85416666666667"
"122","10","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.83333333333333"
"123","10","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.97916666666667"
"124","10","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.02083333333333"
"125","10","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.89583333333333"
"127","10","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.72916666666667"
"126","10","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.91666666666667"
"128","10","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.58333333333333"
"129","10","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.39583333333333"
"130","10","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1441","99.58333333333333"
