"BehaviorSpace results (NetLogo 5.2.0)"
"marcs.nlogo"
"a6"
"03/30/2559 15:44:25:406 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","adversaries-rate","number-workers","workers-probability","adversaries-type","problem-label","area.x","area.y","label-level","data-fusion","reputation-algorithm","use-cut-worker-by-penalty?","cut-workers-per-round","show-penalty?","[step]","sum-correctness / floor(ticks / update-ticks)"
"4","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"3","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"8","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"6","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"5","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"7","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"2","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"10","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"9","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"11","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"13","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"14","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"12","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"15","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"17","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"18","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"16","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"19","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"20","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"22","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"21","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"23","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"24","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"25","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"1","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"26","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"27","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"29","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"28","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"32","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"30","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"31","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"34","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"35","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"36","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"37","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"33","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"39","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"38","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"40","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"41","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"42","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"43","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"44","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"47","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"46","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"48","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"45","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"49","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"50","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"51","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"52","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"54","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"53","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"55","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"57","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"58","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"59","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
"60","40","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","100"
