"BehaviorSpace results (NetLogo 5.2.0)"
"marcs_dday.nlogo"
"mv3dday3"
"04/18/2559 05:39:01:724 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","max-count-send","adversaries-rate","start-cut","number-workers","workers-probability","adversaries-type","problem-label","area.x","area.y","label-level","data-fusion","reputation-algorithm","use-cut-worker-by-penalty?","cut-workers-per-round","show-penalty?","[step]","sum-correctness / floor(ticks / update-ticks)"
"2","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.58333333333333"
"3","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.96850079744816"
"1","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","90.11805555555556"
"4","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","88.24162371134021"
"5","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","88.36513157894736"
"6","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","90.1578947368421"
"7","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","87.75434981684982"
"9","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.73542490118577"
"10","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.86056125773867"
"8","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","91.2423245614035"
"11","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","86.75877192982456"
"12","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","90.40570175438597"
"13","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","88.04534123284122"
"15","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.0493156199678"
"14","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","92.03780068728521"
"16","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.5114247311828"
"17","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","87.5076754385965"
"18","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.38017471946044"
"20","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","88.10859971228633"
"21","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","86.46034946236558"
"19","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","88.37519213877908"
"22","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.28501773049645"
"23","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","90.1335115337775"
"24","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.05225500620237"
"27","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","88.1893084620619"
"26","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.48458315034402"
"25","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","87.47914122914123"
"28","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","91.19956140350877"
"29","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","87.61184210526316"
"30","1","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","89.99342105263158"
"32","2","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","95.89583333333333"
"31","2","15","5","300","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","98.16624149659863"
