"BehaviorSpace results (NetLogo 5.2.0)"
"marcs_dday.nlogo"
"emsoft12precision"
"04/21/2559 09:34:44:881 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","adversaries-rate","start-cut","number-workers","workers-probability","adversaries-type","problem-label","area.x","area.y","label-level","data-fusion","reputation-algorithm","use-cut-worker-by-penalty?","cut-workers-per-round","show-penalty?","max-count-send","[step]","length filter [? != 0] [workers-type] of workers with [color = red] / count workers with [color = red]"
"8","8","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.5333333333333333"
"7","7","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.4666666666666667"
"4","4","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.26666666666666666"
"6","6","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.4"
"5","5","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.3333333333333333"
"3","3","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.2"
"2","2","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.13333333333333333"
"9","9","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.6"
"12","12","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.8"
"13","13","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.8666666666666667"
"10","10","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.6666666666666666"
"11","11","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.7333333333333333"
"14","14","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.9333333333333333"
"15","15","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"1","1","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","0.06666666666666667"
"16","16","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"17","17","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"19","19","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"20","20","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"18","18","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"21","21","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"22","22","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"24","24","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"23","23","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"25","25","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"27","27","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"26","26","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"28","28","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"29","29","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"30","30","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"31","31","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"34","34","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"35","35","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"33","33","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"32","32","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"36","36","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"37","37","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"38","38","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"39","39","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"40","40","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"41","41","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"42","42","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
"45","45","5","100","100","""1. fixed : normal""","""random-seed""","1","1","""2 Levels""","""EM Algorithm""","""Soft Penalty""","true","1","false","1","1441","1"
